EVCEO-EVVN,20-06-2012 08:21:04,20-06-2012 08:00:59,1205,-1,1
EVCEO-EVVN,20-06-2012 08:21:20,20-06-2012 07:56:32,1488,-1,5
EVCEO-EVVN,20-06-2012 08:21:43,20-06-2012 07:57:53,1430,-1,1
EVCEO-EVVN,20-06-2012 08:21:47,20-06-2012 07:58:59,1368,-1,1
EVCEO-EVVN,20-06-2012 08:22:18,20-06-2012 07:54:03,1695,-1,3
EVCEO-EVVN,20-06-2012 08:22:18,20-06-2012 08:00:47,1291,-1,1
EVCEO-EVVN,20-06-2012 08:22:22,20-06-2012 08:01:01,1281,-1,1
EVCEO-EVVN,20-06-2012 08:22:23,20-06-2012 08:00:19,1324,-1,1
EVCEO-EVVN,20-06-2012 08:22:29,20-06-2012 08:00:25,1324,-1,1
EVCEO-EVVN,20-06-2012 08:22:39,20-06-2012 08:01:13,1286,-1,1
EVCEO-EVVN,20-06-2012 08:23:22,20-06-2012 08:00:35,1367,-1,1
EVCEO-EVVN,20-06-2012 08:23:26,20-06-2012 08:00:33,1373,-1,2
EVCEO-EVVN,20-06-2012 08:24:10,20-06-2012 08:11:11,779,-1,3
EVCEO-EVVN,20-06-2012 08:24:48,20-06-2012 08:01:14,1414,-1,1
EVCEO-EVVN,20-06-2012 08:25:21,20-06-2012 08:01:44,1417,-1,1
EVCEO-EVVN,20-06-2012 08:25:24,20-06-2012 08:03:41,1303,-1,1
EVCEO-EVVN,20-06-2012 08:25:30,20-06-2012 08:02:54,1356,-1,1
EVCEO-EVVN,20-06-2012 08:25:30,20-06-2012 08:04:01,1289,-1,1
EVCEO-EVVN,20-06-2012 08:26:01,20-06-2012 08:03:42,1339,-1,1
EVCEO-EVVN,20-06-2012 08:26:16,20-06-2012 08:04:16,1320,-1,1
EVCEO-EVVN,20-06-2012 08:26:22,20-06-2012 08:03:11,1391,-1,1
EVCEO-EVVN,20-06-2012 08:26:22,20-06-2012 08:06:49,1173,-1,1
EVCEO-EVVN,20-06-2012 08:26:25,20-06-2012 08:05:39,1246,-1,2
EVCEO-EVVN,20-06-2012 08:26:26,20-06-2012 08:05:40,1246,-1,1
EVCEO-EVVN,20-06-2012 08:26:33,20-06-2012 08:03:16,1397,-1,1
EVCEO-EVVN,20-06-2012 08:26:37,20-06-2012 08:05:06,1291,-1,1
EVCEO-EVVN,20-06-2012 08:28:32,20-06-2012 08:07:00,1292,-1,1
EVCEO-EVVN,20-06-2012 08:28:39,20-06-2012 08:06:37,1322,-1,1
EVCEO-EVVN,20-06-2012 08:28:49,20-06-2012 08:03:53,1496,-1,1
EVCEO-EVVN,20-06-2012 08:28:57,20-06-2012 08:05:18,1419,-1,1
EVCEO-EVVN,20-06-2012 08:28:58,20-06-2012 08:08:47,1211,-1,1
EVCEO-EVVN,20-06-2012 08:28:59,20-06-2012 08:16:41,738,-1,3
EVCEO-EVVN,20-06-2012 08:30:13,20-06-2012 08:08:39,1294,-1,1
EVCEO-EVVN,20-06-2012 08:30:18,20-06-2012 08:08:50,1288,-1,1
EVCEO-EVVN,20-06-2012 08:30:23,20-06-2012 08:08:38,1305,-1,1
EVCEO-EVVN,20-06-2012 08:31:43,20-06-2012 08:11:00,1243,-1,1
EVCEO-EVVN,20-06-2012 08:31:49,20-06-2012 07:31:04,3645,-1,3
EVCEO-EVVN,20-06-2012 08:32:40,20-06-2012 08:09:00,1420,-1,3
EVCEO-EVVN,20-06-2012 08:33:30,20-06-2012 08:19:09,861,-1,3
EVCEO-EVVN,20-06-2012 08:34:06,20-06-2012 08:13:40,1226,-1,1
EVCEO-EVVN,20-06-2012 08:34:12,20-06-2012 08:12:52,1280,-1,1
EVCEO-EVVN,20-06-2012 08:34:15,20-06-2012 08:12:23,1312,-1,1
EVCEO-EVVN,20-06-2012 08:34:17,20-06-2012 08:13:19,1258,-1,1
EVCEO-EVVN,20-06-2012 08:34:35,20-06-2012 08:10:16,1459,-1,1
EVCEO-EVVN,20-06-2012 08:34:40,20-06-2012 08:08:57,1543,-1,1
EVCEO-EVVN,20-06-2012 08:35:22,20-06-2012 08:13:59,1283,-1,1
EVCEO-EVVN,20-06-2012 08:36:04,20-06-2012 07:55:17,2447,-1,3
EVCEO-EVVN,20-06-2012 08:36:29,20-06-2012 08:15:01,1288,-1,1
EVCEO-EVVN,20-06-2012 08:36:37,20-06-2012 08:14:54,1303,-1,1
EVCEO-EVVN,20-06-2012 08:36:41,20-06-2012 08:11:55,1486,-1,1
EVCEO-EVVN,20-06-2012 08:36:45,20-06-2012 08:13:47,1378,-1,1
EVCEO-EVVN,20-06-2012 08:36:50,20-06-2012 08:11:23,1527,-1,1
EVCEO-EVVN,20-06-2012 08:36:58,20-06-2012 08:12:25,1473,-1,2
EVCEO-EVVN,20-06-2012 08:38:05,20-06-2012 08:15:00,1385,-1,1
EVCEO-EVVN,20-06-2012 08:38:08,20-06-2012 08:14:00,1448,-1,1
EVCEO-EVVN,20-06-2012 08:38:10,20-06-2012 08:14:28,1422,-1,1
