"Time";"TravelTime";"CarsIn";"CarsOut";"CarsIn1";"CarsIn2";"CarsIn3";"CarsIn4";"CarsIn5";"CarsInUnknown"
"20-06-2012 04:15:00";506.667;4;3;3;0;0;1;0;0
"20-06-2012 04:20:00";428.111;8;9;7;1;0;0;0;0
"20-06-2012 04:25:00";492.333;9;6;7;0;0;1;1;0
"20-06-2012 04:30:00";448.571;7;7;6;0;0;0;0;1
"20-06-2012 04:35:00";456.125;5;8;5;0;0;0;0;0
"20-06-2012 04:40:00";458.8;5;10;4;1;0;0;0;0
"20-06-2012 04:45:00";381;13;4;12;1;0;0;0;0
"20-06-2012 04:50:00";406.25;1;8;0;0;1;0;0;0
"20-06-2012 04:55:00";524;5;5;4;1;0;0;0;0
"20-06-2012 05:00:00";551.5;0;4;0;0;0;0;0;0
"20-06-2012 05:05:00";503;0;1;0;0;0;0;0;0
"20-06-2012 05:10:00";949;1;1;1;0;0;0;0;0
"20-06-2012 05:15:00";1635;9;1;7;0;2;0;0;0
"20-06-2012 05:20:00";858.571;11;7;8;1;2;0;0;0
"20-06-2012 05:25:00";356.5;9;4;6;1;1;0;1;0
"20-06-2012 05:30:00";491.083;11;12;6;3;2;0;0;0
"20-06-2012 05:35:00";461.75;21;12;13;4;4;0;0;0
"20-06-2012 05:40:00";527.2;13;15;12;1;0;0;0;0
"20-06-2012 05:45:00";512.588;22;17;16;2;3;1;0;0
"20-06-2012 05:50:00";411.056;19;18;15;2;2;0;0;0
"20-06-2012 05:55:00";479.7;22;20;15;3;3;1;0;0
"20-06-2012 06:00:00";471.286;24;21;16;1;5;1;1;0
"20-06-2012 06:05:00";545.875;23;16;19;2;2;0;0;0
"20-06-2012 06:10:00";563.44;18;25;15;0;3;0;0;0
"20-06-2012 06:15:00";528.76;25;25;20;2;3;0;0;0
"20-06-2012 06:20:00";510.267;31;15;26;2;3;0;0;0
"20-06-2012 06:25:00";546.769;40;26;34;2;3;0;1;0
"20-06-2012 06:30:00";673.409;26;22;22;2;1;1;0;0
"20-06-2012 06:35:00";652.488;28;43;22;3;3;0;0;0
"20-06-2012 06:40:00";643.231;26;26;18;4;4;0;0;0
"20-06-2012 06:45:00";697.867;30;15;21;3;4;1;1;0
"20-06-2012 06:50:00";751.542;27;24;23;1;3;0;0;0
"20-06-2012 06:55:00";778.259;20;27;14;3;2;0;1;0
"20-06-2012 07:00:00";824.208;25;24;21;1;3;0;0;0
"20-06-2012 07:05:00";863.038;22;26;15;4;3;0;0;0
"20-06-2012 07:10:00";849.952;19;21;13;3;3;0;0;0
"20-06-2012 07:15:00";909.05;17;20;14;0;3;0;0;0
"20-06-2012 07:20:00";892.053;21;19;16;2;2;0;1;0
"20-06-2012 07:25:00";1088.88;28;16;19;1;7;0;0;1
"20-06-2012 07:30:00";877.579;14;19;13;0;1;0;0;0
"20-06-2012 07:35:00";990.8;19;20;17;1;1;0;0;0
"20-06-2012 07:40:00";1142.93;19;15;17;0;2;0;0;0
"20-06-2012 07:45:00";1138.32;20;19;17;0;3;0;0;0
"20-06-2012 07:50:00";1193.73;17;22;13;0;4;0;0;0
"20-06-2012 07:55:00";1056.8;23;20;18;1;3;0;1;0
"20-06-2012 08:00:00";1007.25;20;12;18;1;1;0;0;0
"20-06-2012 08:05:00";1189.43;18;14;12;2;4;0;0;0
"20-06-2012 08:10:00";1300.42;20;19;16;1;3;0;0;0
"20-06-2012 08:15:00";1209.94;15;16;9;1;4;0;1;0
"20-06-2012 08:20:00";1392.85;26;20;22;3;1;0;0;0
"20-06-2012 08:25:00";1291.44;17;18;12;1;3;0;1;0
"20-06-2012 08:30:00";1471.85;22;13;19;1;2;0;0;0
"20-06-2012 08:35:00";1484.25;15;16;12;1;1;0;1;0
"20-06-2012 08:40:00";1344.74;26;27;22;1;2;1;0;0
"20-06-2012 08:45:00";1361.67;17;18;15;1;1;0;0;0
"20-06-2012 08:50:00";1349;20;17;15;3;0;1;1;0
"20-06-2012 08:55:00";1470.65;22;23;16;2;3;1;0;0
"20-06-2012 09:00:00";1422.33;18;24;15;2;1;0;0;0
"20-06-2012 09:05:00";1322.38;20;26;17;1;1;1;0;0
"20-06-2012 09:10:00";1305.87;17;15;12;3;2;0;0;0
"20-06-2012 09:15:00";1237.88;24;24;21;1;1;1;0;0
"20-06-2012 09:20:00";1154.32;22;22;17;2;3;0;0;0
"20-06-2012 09:25:00";1098.76;13;25;9;3;1;0;0;0
"20-06-2012 09:30:00";1146.67;12;24;10;1;0;1;0;0
"20-06-2012 09:35:00";997;30;22;27;2;1;0;0;0
"20-06-2012 09:40:00";1124.15;22;20;18;1;3;0;0;0
"20-06-2012 09:45:00";937.522;18;23;15;0;2;0;1;0
"20-06-2012 09:50:00";834.484;17;31;13;2;2;0;0;0
"20-06-2012 09:55:00";964.48;16;25;10;4;1;1;0;0
"20-06-2012 10:00:00";719.667;19;15;14;2;1;0;2;0
"20-06-2012 10:05:00";656.778;21;18;18;2;1;0;0;0
"20-06-2012 10:10:00";664.458;12;24;9;0;2;0;1;0
"20-06-2012 10:15:00";803.545;14;22;9;3;2;0;0;0
"20-06-2012 10:20:00";653.2;22;10;19;2;1;0;0;0
"20-06-2012 10:25:00";697.1;22;20;21;0;1;0;0;0
"20-06-2012 10:30:00";923.727;18;22;15;2;1;0;0;0
"20-06-2012 10:35:00";547.4;18;15;15;2;0;0;1;0
"20-06-2012 10:40:00";642.952;20;21;18;0;1;0;1;0
"20-06-2012 10:45:00";822.5;8;16;6;1;1;0;0;0
"20-06-2012 10:50:00";563.9;22;20;15;4;2;1;0;0
"20-06-2012 10:55:00";639.308;30;13;20;4;3;2;1;0
"20-06-2012 11:00:00";584.1;28;20;25;3;0;0;0;0
"20-06-2012 11:05:00";703;17;18;14;1;2;0;0;0
"20-06-2012 11:10:00";704.485;24;33;20;3;1;0;0;0
"20-06-2012 11:15:00";724.833;20;12;16;2;2;0;0;0
"20-06-2012 11:20:00";793.043;6;23;5;0;1;0;0;0
"20-06-2012 11:25:00";764.688;15;16;15;0;0;0;0;0
"20-06-2012 11:30:00";787.375;16;16;11;1;3;0;1;0
"20-06-2012 11:35:00";825.929;16;14;14;1;1;0;0;0
"20-06-2012 11:40:00";845.105;24;19;20;4;0;0;0;0
"20-06-2012 11:45:00";896.625;17;16;15;1;1;0;0;0
"20-06-2012 11:50:00";617.5;23;20;19;0;3;1;0;0
"20-06-2012 11:55:00";668.947;24;19;20;2;2;0;0;0
"20-06-2012 12:00:00";840.24;13;25;7;5;1;0;0;0
"20-06-2012 12:05:00";941.13;28;23;24;2;2;0;0;0
"20-06-2012 12:10:00";763.429;22;14;19;2;1;0;0;0
"20-06-2012 12:15:00";821.739;24;23;17;4;3;0;0;0
"20-06-2012 12:20:00";746.905;22;21;19;2;1;0;0;0
"20-06-2012 12:25:00";716.708;18;24;17;1;0;0;0;0
"20-06-2012 12:30:00";765.05;15;20;14;0;1;0;0;0
"20-06-2012 12:35:00";878.833;19;18;14;2;3;0;0;0
"20-06-2012 12:40:00";661.304;16;23;13;2;1;0;0;0
"20-06-2012 12:45:00";573.824;15;17;12;1;1;1;0;0
"20-06-2012 12:50:00";607.833;15;18;10;4;1;0;0;0
"20-06-2012 12:55:00";1025.39;15;18;13;2;0;0;0;0
"20-06-2012 13:00:00";986.231;14;13;10;3;1;0;0;0
"20-06-2012 13:05:00";567.273;18;11;16;0;2;0;0;0
"20-06-2012 13:10:00";722.917;16;12;11;3;1;0;1;0
"20-06-2012 13:15:00";1035.4;25;25;18;2;4;1;0;0
"20-06-2012 13:20:00";669.778;12;18;11;0;1;0;0;0
"20-06-2012 13:25:00";788.913;18;23;12;3;3;0;0;0
"20-06-2012 13:30:00";765.188;11;16;11;0;0;0;0;0
"20-06-2012 13:35:00";711.917;12;12;8;1;1;0;2;0
"20-06-2012 13:40:00";655.769;9;13;7;0;2;0;0;0
"20-06-2012 13:45:00";778.2;20;15;16;3;0;1;0;0
"20-06-2012 13:50:00";781.143;21;7;13;3;5;0;0;0
"20-06-2012 13:55:00";644.92;13;25;12;1;0;0;0;0
"20-06-2012 14:00:00";635.941;17;17;15;1;1;0;0;0
"20-06-2012 14:05:00";683.625;16;8;11;1;4;0;0;0
"20-06-2012 14:10:00";681.571;19;21;15;2;1;0;1;0
"20-06-2012 14:15:00";594.938;20;16;13;3;3;1;0;0
"20-06-2012 14:20:00";783.188;26;16;19;4;3;0;0;0
"20-06-2012 14:25:00";680.684;17;19;15;1;1;0;0;0
"20-06-2012 14:30:00";819.381;12;21;8;2;2;0;0;0
"20-06-2012 14:35:00";747.579;14;19;8;1;5;0;0;0
"20-06-2012 14:40:00";689.8;14;15;9;3;1;0;1;0
"20-06-2012 14:45:00";604.636;18;11;15;1;2;0;0;0
"20-06-2012 14:50:00";634.316;18;19;14;1;3;0;0;0
"20-06-2012 14:55:00";977.391;22;23;17;2;3;0;0;0
"20-06-2012 15:00:00";660.778;16;18;12;2;2;0;0;0
"20-06-2012 15:05:00";625.412;17;17;14;0;3;0;0;0
"20-06-2012 15:10:00";742.688;29;16;23;3;3;0;0;0
"20-06-2012 15:15:00";591.81;26;21;20;1;4;0;1;0
"20-06-2012 15:20:00";812;25;22;20;3;1;0;0;1
"20-06-2012 15:25:00";664.5;21;18;16;1;4;0;0;0
"20-06-2012 15:30:00";811.435;18;23;16;1;1;0;0;0
"20-06-2012 15:35:00";842.476;30;21;21;6;3;0;0;0
"20-06-2012 15:40:00";871.696;15;23;14;0;1;0;0;0
"20-06-2012 15:45:00";814.789;11;19;8;0;3;0;0;0
"20-06-2012 15:50:00";893.087;12;23;8;1;2;0;0;1
"20-06-2012 15:55:00";730.286;18;14;18;0;0;0;0;0
"20-06-2012 16:00:00";1275.17;16;18;11;2;2;0;0;1
"20-06-2012 16:05:00";923.643;15;14;12;1;2;0;0;0
"20-06-2012 16:10:00";813.952;25;21;20;2;2;1;0;0
"20-06-2012 16:15:00";699.75;15;20;8;3;4;0;0;0
"20-06-2012 16:20:00";637.667;19;18;17;0;1;1;0;0
"20-06-2012 16:25:00";982.412;11;17;9;1;1;0;0;0
"20-06-2012 16:30:00";668.889;14;18;14;0;0;0;0;0
"20-06-2012 16:35:00";822.692;14;13;11;0;3;0;0;0
"20-06-2012 16:40:00";678.8;19;10;15;2;2;0;0;0
"20-06-2012 16:45:00";691.733;18;15;14;3;1;0;0;0
"20-06-2012 16:50:00";800.923;22;13;17;1;3;1;0;0
"20-06-2012 16:55:00";690.909;22;22;20;1;1;0;0;0
"20-06-2012 17:00:00";1045.4;29;15;25;2;2;0;0;0
"20-06-2012 17:05:00";891.6;26;20;22;0;3;1;0;0
"20-06-2012 17:10:00";922.037;24;27;22;1;1;0;0;0
"20-06-2012 17:15:00";956.68;25;25;22;1;2;0;0;0
"20-06-2012 17:20:00";863.5;15;26;9;2;2;1;1;0
"20-06-2012 17:25:00";862.647;17;17;14;0;3;0;0;0
"20-06-2012 17:30:00";956.364;17;22;13;0;4;0;0;0
"20-06-2012 17:35:00";908.533;11;15;10;0;1;0;0;0
"20-06-2012 17:40:00";1127.81;27;16;25;1;1;0;0;0
"20-06-2012 17:45:00";911.923;15;26;11;1;2;0;1;0
"20-06-2012 17:50:00";1034.35;17;17;13;1;2;1;0;0
"20-06-2012 17:55:00";921.15;20;20;16;1;3;0;0;0
"20-06-2012 18:00:00";847.6;29;10;26;0;3;0;0;0
"20-06-2012 18:05:00";956.941;20;17;18;0;2;0;0;0
"20-06-2012 18:10:00";1027.29;18;21;14;1;3;0;0;0
"20-06-2012 18:15:00";1030.15;18;27;14;3;1;0;0;0
"20-06-2012 18:20:00";858.857;19;14;17;1;1;0;0;0
"20-06-2012 18:25:00";1087.45;22;22;18;2;2;0;0;0
"20-06-2012 18:30:00";989.739;15;23;13;0;2;0;0;0
"20-06-2012 18:35:00";1020.09;25;22;22;1;2;0;0;0
"20-06-2012 18:40:00";912.12;23;25;18;2;3;0;0;0
"20-06-2012 18:45:00";780.5;16;18;15;0;1;0;0;0
"20-06-2012 18:50:00";732.138;12;29;8;3;1;0;0;0
"20-06-2012 18:55:00";848.3;14;20;11;1;1;0;1;0
"20-06-2012 19:00:00";863.625;2;16;2;0;0;0;0;0
"20-06-2012 19:05:00";576.067;4;15;4;0;0;0;0;0
"20-06-2012 19:10:00";1281;16;1;15;1;0;0;0;0
"20-06-2012 19:15:00";738.533;19;15;18;0;1;0;0;0
"20-06-2012 19:20:00";687.5;23;16;17;4;2;0;0;0
"20-06-2012 19:25:00";582.381;21;21;17;0;3;1;0;0
"20-06-2012 19:30:00";673.739;16;23;15;0;1;0;0;0
"20-06-2012 19:35:00";515.941;21;17;18;2;1;0;0;0
"20-06-2012 19:40:00";483.133;14;15;11;0;2;0;0;1
"20-06-2012 19:45:00";599.333;14;18;12;1;1;0;0;0
"20-06-2012 19:50:00";650.5;14;14;11;3;0;0;0;0
"20-06-2012 19:55:00";545.944;8;18;6;1;1;0;0;0
"20-06-2012 20:00:00";567.947;3;19;3;0;0;0;0;0
"20-06-2012 20:05:00";476;7;1;7;0;0;0;0;0
"20-06-2012 20:10:00";444.8;4;5;4;0;0;0;0;0
"20-06-2012 20:15:00";436.833;3;6;2;1;0;0;0;0
"20-06-2012 20:20:00";415;1;2;1;0;0;0;0;0
"20-06-2012 20:25:00";529.5;6;2;6;0;0;0;0;0
"20-06-2012 20:30:00";0;1;0;1;0;0;0;0;0
"20-06-2012 20:35:00";470.429;6;7;5;0;0;0;0;1
"20-06-2012 20:40:00";680.667;1;6;1;0;0;0;0;0
"20-06-2012 20:45:00";365.5;1;2;1;0;0;0;0;0
"20-06-2012 20:50:00";428;0;2;0;0;0;0;0;0
"20-06-2012 20:55:00";0;0;0;0;0;0;0;0;0
"20-06-2012 21:00:00";0;0;0;0;0;0;0;0;0
"20-06-2012 21:05:00";0;0;0;0;0;0;0;0;0
"20-06-2012 21:10:00";0;0;0;0;0;0;0;0;0
"20-06-2012 21:15:00";0;0;0;0;0;0;0;0;0
"20-06-2012 21:20:00";0;0;0;0;0;0;0;0;0
"20-06-2012 21:25:00";0;1;0;0;1;0;0;0;0
"20-06-2012 21:30:00";0;10;0;7;1;1;0;0;1
"20-06-2012 21:35:00";535.5;8;2;7;1;0;0;0;0
"20-06-2012 21:40:00";500.917;18;12;15;2;0;0;0;1
"20-06-2012 21:45:00";467.176;15;17;9;4;1;0;0;1
"20-06-2012 21:50:00";484.667;21;9;13;4;3;0;0;1
"20-06-2012 21:55:00";475.789;16;19;16;0;0;0;0;0
"20-06-2012 22:00:00";537.882;10;17;8;2;0;0;0;0
"20-06-2012 22:05:00";447.5;18;14;15;2;0;0;0;1
"20-06-2012 22:10:00";586.125;11;8;11;0;0;0;0;0
"20-06-2012 22:15:00";500.381;11;21;7;2;0;1;1;0
"20-06-2012 22:20:00";570.667;15;12;13;1;0;0;0;1
"20-06-2012 22:25:00";536.412;5;17;4;1;0;0;0;0
"20-06-2012 22:30:00";576.25;4;4;4;0;0;0;0;0
"20-06-2012 22:35:00";520.6;6;5;4;0;1;0;1;0
"20-06-2012 22:40:00";881.143;14;7;13;1;0;0;0;0
"20-06-2012 22:45:00";536.818;11;11;8;3;0;0;0;0
"20-06-2012 22:50:00";447.917;15;12;8;6;0;0;0;1
"20-06-2012 22:55:00";465.133;19;15;14;4;0;1;0;0
"20-06-2012 23:00:00";465.438;12;16;8;2;0;1;0;1
"20-06-2012 23:05:00";422.474;14;19;11;3;0;0;0;0
"20-06-2012 23:10:00";413.6;8;5;7;1;0;0;0;0
"20-06-2012 23:15:00";496.933;19;15;17;1;1;0;0;0
"20-06-2012 23:20:00";420.692;5;13;5;0;0;0;0;0
"20-06-2012 23:25:00";463.182;10;11;9;1;0;0;0;0
"20-06-2012 23:30:00";614.091;6;11;5;0;0;0;0;1
"20-06-2012 23:35:00";502.857;2;7;2;0;0;0;0;0
"20-06-2012 23:40:00";490.25;4;4;3;1;0;0;0;0
"20-06-2012 23:45:00";491.5;4;2;4;0;0;0;0;0
"20-06-2012 23:50:00";429;1;7;1;0;0;0;0;0
"20-06-2012 23:55:00";399;0;1;0;0;0;0;0;0
