"Time";"TravelTime";"CarsIn";"CarsOut";"CarsIn1";"CarsIn2";"CarsIn3";"CarsIn4";"CarsIn5";"CarsInUnknown"
"21-06-2012 09:45:00";990.915;47;71;36;7;4;0;0;0
"21-06-2012 10:00:00";830.373;47;51;37;6;4;0;0;0
"21-06-2012 10:15:00";792.862;79;58;61;11;6;1;0;0
"21-06-2012 10:30:00";754.69;61;71;47;10;1;1;2;0
"21-06-2012 10:45:00";807.328;65;64;52;3;7;1;2;0
"21-06-2012 11:00:00";767.712;70;52;57;11;2;0;0;0
"21-06-2012 11:15:00";926.781;70;64;51;12;2;3;2;0
"21-06-2012 11:30:00";1011.45;69;66;60;4;4;0;1;0
"21-06-2012 11:45:00";1043.55;56;77;41;7;8;0;0;0
"21-06-2012 12:00:00";928.87;54;54;43;5;5;1;0;0
"21-06-2012 12:15:00";893.603;57;63;48;4;4;1;0;0
"21-06-2012 12:30:00";763.138;57;65;47;4;5;1;0;0
"21-06-2012 12:45:00";803.66;25;53;21;1;3;0;0;0
"21-06-2012 13:00:00";1114.11;66;18;56;5;4;0;1;0
"21-06-2012 13:15:00";849.077;52;65;37;7;7;1;0;0
"21-06-2012 13:30:00";755.4;46;50;40;4;2;0;0;0
"21-06-2012 13:45:00";752.362;62;58;47;6;8;0;1;0
"21-06-2012 14:00:00";838.368;44;57;38;2;4;0;0;0
"21-06-2012 14:15:00";763.212;62;52;49;6;7;0;0;0
"21-06-2012 14:30:00";633.5;59;60;49;3;6;0;1;0
"21-06-2012 14:45:00";811.408;47;49;40;1;6;0;0;0
"21-06-2012 15:00:00";789.42;53;50;36;5;11;1;0;0
"21-06-2012 15:15:00";806.423;67;52;47;7;11;1;0;1
"21-06-2012 15:30:00";974.938;49;64;40;3;6;0;0;0
"21-06-2012 15:45:00";827.213;65;47;54;5;6;0;0;0
"21-06-2012 16:00:00";958.815;50;65;46;0;4;0;0;0
"21-06-2012 16:15:00";1029.14;64;50;49;6;8;0;1;0
"21-06-2012 16:30:00";892.8;66;70;55;3;5;2;1;0
"21-06-2012 16:45:00";922.643;47;56;40;2;4;0;0;1
"21-06-2012 17:00:00";1005.85;56;52;45;3;6;1;1;0
"21-06-2012 17:15:00";829.475;62;59;51;4;7;0;0;0
"21-06-2012 17:30:00";874.435;78;62;64;8;5;0;1;0
"21-06-2012 17:45:00";875.437;57;71;50;1;6;0;0;0
"21-06-2012 18:00:00";967.19;43;63;31;4;7;0;1;0
"21-06-2012 18:15:00";831.292;35;48;24;6;5;0;0;0
"21-06-2012 18:30:00";784.929;47;42;38;2;6;1;0;0
"21-06-2012 18:45:00";597.884;41;43;36;3;2;0;0;0
"21-06-2012 19:00:00";932.125;44;48;38;3;2;1;0;0
"21-06-2012 19:15:00";537.583;19;36;17;1;0;0;1;0
"21-06-2012 19:30:00";577.667;13;18;13;0;0;0;0;0
"21-06-2012 19:45:00";813.8;5;5;5;0;0;0;0;0
"21-06-2012 20:00:00";604.583;13;12;13;0;0;0;0;0
"21-06-2012 20:15:00";392.615;9;13;9;0;0;0;0;0
"21-06-2012 20:30:00";428.667;0;3;0;0;0;0;0;0
"21-06-2012 20:45:00";0;0;0;0;0;0;0;0;0
"21-06-2012 21:00:00";0;2;0;1;1;0;0;0;0
"21-06-2012 21:15:00";0;4;0;1;2;1;0;0;0
"21-06-2012 21:30:00";673.3;46;20;30;13;2;0;0;1
"21-06-2012 21:45:00";457.096;35;52;29;3;2;0;1;0
"21-06-2012 22:00:00";676.68;31;25;21;6;0;0;0;4
"21-06-2012 22:15:00";665.061;20;33;12;5;2;0;1;0
"21-06-2012 22:30:00";483.273;36;22;30;1;2;0;1;2
"21-06-2012 22:45:00";420.071;33;42;25;6;1;0;0;1
"21-06-2012 23:00:00";658.318;22;22;19;3;0;0;0;0
"21-06-2012 23:15:00";454.483;37;29;26;9;1;0;0;1
"21-06-2012 23:30:00";435.581;25;31;18;6;0;1;0;0
"21-06-2012 23:45:00";497;21;29;15;4;0;0;0;2
"22-06-2012 00:00:00";432.857;0;7;0;0;0;0;0;0
